ENSMUSG00000051951.5	Xkr4
ENSMUSG00000072708.3	Olfr381
ENSMUSG00000095312.1	Olfr382
ENSMUSG00000095095.2	Olfr385
ENSMUSG00000060335.2	Olfr384
ENSMUSG00000060630.7	Zfp735
ENSMUSG00000070383.5	Olfr389
ENSMUSG00000069818.6	Olfr390
ENSMUSG00000070382.8	Olfr391-ps
ENSMUSG00000061984.6	Olfr392
ENSMUSG00000094488.2	Olfr393
ENSMUSG00000056921.2	Olfr394
ENSMUSG00000062186.2	Olfr395
ENSMUSG00000069816.5	Olfr23
ENSMUSG00000057050.7	Olfr397
ENSMUSG00000049041.6	Olfr398
ENSMUSG00000047444.3	Olfr139
ENSMUSG00000043692.6	Olfr399
ENSMUSG00000069476.13	Zfp616
ENSMUSG00000070380.2	Olfr401
ENSMUSG00000070379.5	Olfr402
ENSMUSG00000070378.3	Olfr403
ENSMUSG00000070377.6	Olfr43
ENSMUSG00000070375.7	Olfr406
ENSMUSG00000070374.7	Olfr59
ENSMUSG00000063116.4	Olfr410
ENSMUSG00000054406.9	Olfr411
ENSMUSG00000058275.3	Olfr412
ENSMUSG00000038807.18	Rap1gap2
ENSMUSG00000069814.6	Ccdc92b
ENSMUSG00000020741.17	Cluh
ENSMUSG00000020745.15	Pafah1b1
ENSMUSG00000010554.14	Mettl16
ENSMUSG00000000282.12	Mnt
ENSMUSG00000038351.14	Sgsm2
ENSMUSG00000038335.13	Tsr1
ENSMUSG00000001323.17	Srr
ENSMUSG00000038290.15	Smg6
ENSMUSG00000043099.4	Hic1
ENSMUSG00000038268.4	Ovca2
ENSMUSG00000078789.9	Dph1
ENSMUSG00000045287.6	Rtn4rl1
ENSMUSG00000000751.13	Rpa1
ENSMUSG00000018809.2	Smyd4
ENSMUSG00000000753.15	Serpinf1
ENSMUSG00000038224.12	Serpinf2
ENSMUSG00000045374.18	Wdr81
ENSMUSG00000038217.13	Tlcd2
ENSMUSG00000020850.14	Prpf8
ENSMUSG00000038195.6	Rilp
ENSMUSG00000038188.17	Scarf1
ENSMUSG00000038178.16	Slc43a2
ENSMUSG00000017781.17	Pitpna
ENSMUSG00000006127.9	Inpp5k
ENSMUSG00000017774.19	Myo1c
ENSMUSG00000017776.15	Crk
ENSMUSG00000020849.13	Ywhae
ENSMUSG00000020848.7	Doc2b
ENSMUSG00000020847.15	Rph3al
ENSMUSG00000053783.5	1700016K19Rik
ENSMUSG00000020846.6	Rflnb
ENSMUSG00000017288.15	Vps53
ENSMUSG00000017286.15	Glod4
ENSMUSG00000069808.13	Fam57a
ENSMUSG00000049396.6	Gemin4
ENSMUSG00000038057.4	Dbil5
ENSMUSG00000038046.4	Mrm3
ENSMUSG00000020844.6	Nxn
ENSMUSG00000020843.15	Timm22
ENSMUSG00000017631.18	Abr
ENSMUSG00000044243.3	Bhlha9
ENSMUSG00000046275.2	Tusc5
ENSMUSG00000010392.8	Gosr1
ENSMUSG00000020841.5	Cpd
ENSMUSG00000020839.16	Tmigd1
ENSMUSG00000020840.10	Blmh
ENSMUSG00000020838.12	Slc6a4
ENSMUSG00000037958.13	Nsrp1
ENSMUSG00000050944.14	Efcab5
ENSMUSG00000037926.15	Ssh2
ENSMUSG00000020836.15	Coro6
ENSMUSG00000037907.16	Ankrd13b
ENSMUSG00000011877.13	Git1
ENSMUSG00000044328.13	Trp53i13
ENSMUSG00000000686.11	Abhd15
ENSMUSG00000017291.13	Taok1
ENSMUSG00000037857.16	Nufip2
ENSMUSG00000000724.10	Cryba1
ENSMUSG00000000631.20	Myo18a
ENSMUSG00000069804.2	Gm10277
ENSMUSG00000017453.4	Pipox
ENSMUSG00000000632.13	Sez6
ENSMUSG00000037791.15	Phf12
ENSMUSG00000020834.17	Dhrs13
ENSMUSG00000061981.14	Flot2
ENSMUSG00000020832.14	Eral1
ENSMUSG00000037750.16	Fam222b
ENSMUSG00000017386.10	Traf4
ENSMUSG00000017405.14	Nek8
ENSMUSG00000019437.17	Tlcd1
ENSMUSG00000058546.8	Rpl23a
ENSMUSG00000002059.18	Rab34
ENSMUSG00000044122.14	Proca1
ENSMUSG00000002052.6	Supt6
ENSMUSG00000002064.10	Sdf2
ENSMUSG00000010277.7	2610507B11Rik
ENSMUSG00000037593.11	BC030499
ENSMUSG00000002055.9	Spag5
ENSMUSG00000017390.15	Aldoc
ENSMUSG00000041958.10	Pigs
ENSMUSG00000002058.13	Unc119
ENSMUSG00000002057.4	Foxn1
ENSMUSG00000001095.5	Slc13a2
ENSMUSG00000020829.9	Slc46a1
ENSMUSG00000050132.13	Sarm1
ENSMUSG00000017344.4	Vtn
ENSMUSG00000001103.7	Sebox
ENSMUSG00000051232.13	Tmem199
ENSMUSG00000001100.10	Poldip2
ENSMUSG00000017615.12	Tnfaip1
ENSMUSG00000001105.15	Ift20
ENSMUSG00000037278.9	Tmem97
ENSMUSG00000017376.15	Nlk
ENSMUSG00000049489.5	Fam58b
ENSMUSG00000072640.11	Lyrm9
ENSMUSG00000020826.8	Nos2
ENSMUSG00000001123.15	Lgals9
ENSMUSG00000018334.18	Ksr1
ENSMUSG00000017677.11	Wsb1
ENSMUSG00000020716.16	Nf1
ENSMUSG00000049612.10	Omg
ENSMUSG00000070354.13	Evi2
ENSMUSG00000093938.2	Evi2b
ENSMUSG00000078771.10	Evi2a
ENSMUSG00000017639.13	Rab11fip4
ENSMUSG00000035575.11	Utp6
ENSMUSG00000017548.15	Suz12
ENSMUSG00000017561.16	Crlf3
ENSMUSG00000017550.14	Atad5
ENSMUSG00000046909.9	Tefm
ENSMUSG00000020709.15	Adap2
ENSMUSG00000020707.6	Rnf135
ENSMUSG00000017686.16	Rhot1
ENSMUSG00000017692.8	Rhbdl3
ENSMUSG00000057181.15	5730455P16Rik
ENSMUSG00000017421.18	Zfp207
ENSMUSG00000017428.16	Psmd11
ENSMUSG00000048895.13	Cdk5r1
ENSMUSG00000035441.14	Myo1d
ENSMUSG00000035413.8	Tmem98
ENSMUSG00000053184.15	Spaca3
ENSMUSG00000020704.13	Asic2
ENSMUSG00000020703.3	5530401A14Rik
ENSMUSG00000035385.5	Ccl2
ENSMUSG00000035373.2	Ccl7
ENSMUSG00000020676.2	Ccl11
ENSMUSG00000035352.3	Ccl12
ENSMUSG00000009185.2	Ccl8
ENSMUSG00000020702.13	Ccl1
ENSMUSG00000020701.12	Tmem132e
ENSMUSG00000020698.11	Cct6b
ENSMUSG00000046010.7	Zfp830
ENSMUSG00000020697.16	Lig3
ENSMUSG00000020696.18	Rffl
ENSMUSG00000018841.17	Rad51d
ENSMUSG00000018844.6	Fndc8
ENSMUSG00000020692.14	Nle1
ENSMUSG00000018845.14	Unc45b
ENSMUSG00000054404.13	Slfn5
ENSMUSG00000069793.12	Slfn9
ENSMUSG00000035208.16	Slfn8
ENSMUSG00000072620.3	Slfn2
ENSMUSG00000078763.2	Slfn1
ENSMUSG00000000204.16	Slfn4
ENSMUSG00000018986.10	Slfn3
ENSMUSG00000082101.3	Slfn14
ENSMUSG00000018733.10	Pex12
ENSMUSG00000035152.14	Ap2b1
ENSMUSG00000020684.14	Rasl10b
ENSMUSG00000020686.12	Gas2l2
ENSMUSG00000035085.5	1700020L24Rik
ENSMUSG00000020682.17	Mmp28
ENSMUSG00000020680.15	Taf15
ENSMUSG00000018925.3	Heatr9
ENSMUSG00000035042.2	Ccl5
ENSMUSG00000019122.8	Ccl9
ENSMUSG00000018927.3	Ccl6
ENSMUSG00000081906.2	Rpl9-ps1
ENSMUSG00000000982.5	Ccl3
ENSMUSG00000018930.3	Ccl4
ENSMUSG00000069792.5	Wfdc17
ENSMUSG00000000983.13	Wfdc18
ENSMUSG00000051748.2	Wfdc21
ENSMUSG00000000976.13	Heatr6
ENSMUSG00000020679.11	Hnf1b
ENSMUSG00000020677.7	Ddx52
ENSMUSG00000034940.15	Synrg
ENSMUSG00000018648.15	Dusp14
ENSMUSG00000018651.14	Tada2a
ENSMUSG00000020532.18	Acaca
ENSMUSG00000051452.8	Gm11437
ENSMUSG00000018697.14	Aatf
ENSMUSG00000018698.15	Lhx1
ENSMUSG00000018405.7	Mrm1
ENSMUSG00000034449.7	Dhrs11
ENSMUSG00000020530.14	Ggnbp2
ENSMUSG00000045140.8	Pigw
ENSMUSG00000020527.14	Myo19
ENSMUSG00000020526.12	Znhit3
ENSMUSG00000000805.18	Car4
ENSMUSG00000000804.14	Usp32
ENSMUSG00000018479.12	1700125H20Rik
ENSMUSG00000018481.9	Appbp2
ENSMUSG00000020525.17	Ppm1d
ENSMUSG00000059439.15	Bcas3
ENSMUSG00000000093.6	Tbx2
ENSMUSG00000069785.4	Gm11444
ENSMUSG00000000094.12	Tbx4
ENSMUSG00000034329.16	Brip1
ENSMUSG00000018068.13	Ints2
ENSMUSG00000034297.14	Med13
ENSMUSG00000020521.7	Rnft1
ENSMUSG00000020516.15	Rps6kb1
ENSMUSG00000020513.15	Tubd1
ENSMUSG00000018171.9	Vmp1
ENSMUSG00000072582.9	Ptrh2
ENSMUSG00000047126.17	Cltc
ENSMUSG00000018425.18	Dhx40
ENSMUSG00000018427.7	Ypel2
ENSMUSG00000061666.6	Gdpd1
ENSMUSG00000020495.13	Smg8
ENSMUSG00000020493.8	Prr11
ENSMUSG00000020492.11	Ska2
ENSMUSG00000018548.15	Trim37
ENSMUSG00000046442.4	Ppm1e
ENSMUSG00000007646.13	Rad51c
ENSMUSG00000010342.16	Tex14
ENSMUSG00000090107.1	Gm11492
ENSMUSG00000020486.18	Sept4
ENSMUSG00000018401.17	Mtmr4
ENSMUSG00000070345.3	Hsf5
ENSMUSG00000034177.15	Rnf43
ENSMUSG00000020485.14	Supt4a
ENSMUSG00000034156.16	Tspoap1
ENSMUSG00000009350.13	Mpo
ENSMUSG00000009356.12	Lpo
ENSMUSG00000034121.12	Mks1
ENSMUSG00000052234.2	Epx
ENSMUSG00000093839.2	Olfr462
ENSMUSG00000093920.2	Olfr463
ENSMUSG00000060787.9	Olfr464
ENSMUSG00000020483.14	Dynll2
ENSMUSG00000018379.17	Srsf1
ENSMUSG00000018377.10	Vezf1
ENSMUSG00000018378.13	Cuedc1
ENSMUSG00000023723.17	Mrps23
ENSMUSG00000034031.5	Ccdc182
ENSMUSG00000069769.13	Msi2
ENSMUSG00000018428.15	Akap1
ENSMUSG00000000278.10	Scpep1
ENSMUSG00000057534.13	Elobl
ENSMUSG00000033983.13	Coil
ENSMUSG00000000275.16	Trim25
ENSMUSG00000000276.11	Dgke
ENSMUSG00000072553.10	Gm525
ENSMUSG00000048616.4	Nog
ENSMUSG00000047773.13	Ankfn1
ENSMUSG00000020553.8	Pctp
ENSMUSG00000069763.3	Tmem100
ENSMUSG00000110344.1	Gm45716
ENSMUSG00000003948.17	Mmd
ENSMUSG00000003949.16	Hlf
ENSMUSG00000020546.14	Stxbp4
ENSMUSG00000020544.14	Cox11
ENSMUSG00000020541.12	Tom1l1
ENSMUSG00000046755.5	Kif2b
ENSMUSG00000056158.14	Car10
ENSMUSG00000054079.12	Utp18
ENSMUSG00000059474.13	Mbtd1
ENSMUSG00000020857.11	Nme2
ENSMUSG00000091228.1	Gm20390
ENSMUSG00000037601.11	Nme1
ENSMUSG00000020859.16	Spag9
ENSMUSG00000037573.5	Tob1
ENSMUSG00000044177.4	Wfikkn2
ENSMUSG00000094091.3	Gm21885
ENSMUSG00000020863.15	Luc7l3
ENSMUSG00000020864.13	Ankrd40
ENSMUSG00000020865.16	Abcc3
ENSMUSG00000020866.17	Cacna1g
ENSMUSG00000020867.13	Spata20
ENSMUSG00000010080.15	Epn3
ENSMUSG00000039110.14	Mycbpap
ENSMUSG00000039096.10	Rsad1
ENSMUSG00000076435.3	Acsf2
ENSMUSG00000039084.8	Chad
ENSMUSG00000020869.8	Lrrc59
ENSMUSG00000039055.4	Eme1
ENSMUSG00000024414.13	Mrpl27
ENSMUSG00000020868.15	Xylt2
ENSMUSG00000056008.1	Gm11541
ENSMUSG00000020870.7	Cdc34b
ENSMUSG00000075610.9	Tmem92
ENSMUSG00000001506.10	Col1a1
ENSMUSG00000001508.15	Sgca
ENSMUSG00000038994.6	Hils1
ENSMUSG00000038976.12	Ppp1r9b
ENSMUSG00000047181.12	Samd14
ENSMUSG00000038967.13	Pdk2
ENSMUSG00000001507.16	Itga3
ENSMUSG00000001510.8	Dlx3
ENSMUSG00000020871.8	Dlx4
ENSMUSG00000020872.4	Tac4
ENSMUSG00000038909.16	Kat7
ENSMUSG00000038893.12	Fam117a
ENSMUSG00000020873.15	Slc35b1
ENSMUSG00000057522.15	Spop
ENSMUSG00000046719.7	Nxph3
ENSMUSG00000000120.6	Ngfr
ENSMUSG00000038845.11	Phb
ENSMUSG00000075595.9	Zfp652
ENSMUSG00000050860.6	Phospho1
ENSMUSG00000018381.15	Abi3
ENSMUSG00000038811.13	Gngt2
ENSMUSG00000013418.8	B4galnt2
ENSMUSG00000013415.9	Igf2bp1
ENSMUSG00000014351.12	Gip
ENSMUSG00000006058.10	Snf8
ENSMUSG00000014349.7	Ube2z
ENSMUSG00000006057.15	Atp5g1
ENSMUSG00000006056.13	Calcoco2
ENSMUSG00000038756.13	Ttll6
ENSMUSG00000049604.3	Hoxb13
ENSMUSG00000020875.9	Hoxb9
ENSMUSG00000056648.5	Hoxb8
ENSMUSG00000038721.8	Hoxb7
ENSMUSG00000000690.5	Hoxb6
ENSMUSG00000038700.4	Hoxb5
ENSMUSG00000038692.8	Hoxb4
ENSMUSG00000048763.11	Hoxb3
ENSMUSG00000075588.6	Hoxb2
ENSMUSG00000018973.2	Hoxb1
ENSMUSG00000057058.16	Skap1
ENSMUSG00000020876.14	Snx11
ENSMUSG00000018666.13	Cbx1
ENSMUSG00000038615.17	Nfe2l1
ENSMUSG00000018672.15	Copz2
ENSMUSG00000018669.14	Cdk5rap3
ENSMUSG00000047040.9	Prr15l
ENSMUSG00000018659.12	Pnpo
ENSMUSG00000018678.13	Sp2
ENSMUSG00000038560.7	Sp6
ENSMUSG00000020877.11	Scrn2
ENSMUSG00000020878.6	Lrrc46
ENSMUSG00000001445.10	Mrpl10
ENSMUSG00000038534.17	Osbpl7
ENSMUSG00000001444.2	Tbx21
ENSMUSG00000038517.15	Tbkbp1
ENSMUSG00000001440.5	Kpnb1
ENSMUSG00000001441.13	Npepps
ENSMUSG00000018882.12	Mrpl45
ENSMUSG00000070337.4	Gpr179
ENSMUSG00000038485.5	Socs7
ENSMUSG00000049807.16	Arhgap23
ENSMUSG00000047988.1	4933428G20Rik
ENSMUSG00000038453.16	Srcin1
ENSMUSG00000043439.5	Epop
ENSMUSG00000038437.11	Mllt6
ENSMUSG00000078695.8	Cisd3
ENSMUSG00000018537.16	Pcgf2
ENSMUSG00000069744.7	Psmb3
ENSMUSG00000018547.8	Pip4k2b
ENSMUSG00000018541.10	Cwc25
ENSMUSG00000018543.8	1700001P01Rik
ENSMUSG00000071415.6	Rpl23
ENSMUSG00000038366.15	Lasp1
ENSMUSG00000050538.8	B230217C12Rik
ENSMUSG00000070336.3	Fbxo47
ENSMUSG00000017417.14	Plxdc1
ENSMUSG00000038352.15	Arl5c
ENSMUSG00000020882.17	Cacnb1
ENSMUSG00000017404.12	Rpl19
ENSMUSG00000017400.10	Stac2
ENSMUSG00000020883.18	Fbxl20
ENSMUSG00000018160.15	Med1
ENSMUSG00000003119.14	Cdk12
ENSMUSG00000038255.6	Neurod2
ENSMUSG00000061718.12	Ppp1r1b
ENSMUSG00000018167.10	Stard3
ENSMUSG00000007877.2	Tcap
ENSMUSG00000038216.7	Pnmt
ENSMUSG00000038208.13	Pgap3
ENSMUSG00000062312.5	Erbb2
ENSMUSG00000002580.7	Mien1
ENSMUSG00000019312.10	Grb7
ENSMUSG00000018168.8	Ikzf3
ENSMUSG00000017195.15	Zpbp2
ENSMUSG00000038150.7	Ormdl3
ENSMUSG00000086545.4	Lrrc3c
ENSMUSG00000078134.1	Gm12355
ENSMUSG00000064224.10	Gsdma3
ENSMUSG00000017211.14	Gsdma2
ENSMUSG00000017204.4	Gsdma
ENSMUSG00000017221.14	Psmd3
ENSMUSG00000038067.2	Csf3
ENSMUSG00000017210.14	Med24
ENSMUSG00000058756.13	Thra
ENSMUSG00000020889.11	Nr1d1
ENSMUSG00000052915.14	Msl1
ENSMUSG00000078676.9	Casc3
ENSMUSG00000038020.5	Rapgefl1
ENSMUSG00000038013.14	Wipf2
ENSMUSG00000017499.15	Cdc6
ENSMUSG00000037992.16	Rara
ENSMUSG00000047197.1	Gjd3
ENSMUSG00000020914.17	Top2a
ENSMUSG00000017493.12	Igfbp4
ENSMUSG00000017607.9	Tns4
ENSMUSG00000037944.8	Ccr7
ENSMUSG00000037935.16	Smarce1
ENSMUSG00000035849.14	Krt222
ENSMUSG00000020913.3	Krt24
ENSMUSG00000035831.2	Krt25
ENSMUSG00000075570.2	Krt26
ENSMUSG00000017588.2	Krt27
ENSMUSG00000055937.1	Krt28
ENSMUSG00000019761.10	Krt10
ENSMUSG00000020912.4	Krt12
ENSMUSG00000035775.2	Krt20
ENSMUSG00000006777.7	Krt23
ENSMUSG00000064165.8	Krt39
ENSMUSG00000059169.9	Krt40
ENSMUSG00000069722.4	Krtap3-3
ENSMUSG00000069721.2	Krtap3-2
ENSMUSG00000078132.1	Gm11939
ENSMUSG00000047564.4	Krtap3-1
ENSMUSG00000047253.4	Krtap1-5
ENSMUSG00000075567.4	Krtap1-4
ENSMUSG00000078131.1	Krtap1-3
ENSMUSG00000049809.2	Krtap9-3
ENSMUSG00000057674.3	Gm11938
ENSMUSG00000058725.1	Gm11937
ENSMUSG00000060756.5	Krtap2-4
ENSMUSG00000062278.2	Gm11562
ENSMUSG00000063251.6	Krtap4-1
ENSMUSG00000044649.4	Krtap4-2
ENSMUSG00000045109.6	Krtap4-7
ENSMUSG00000078130.4	Gm11555
ENSMUSG00000069718.4	Gm11563
ENSMUSG00000075566.2	Krtap4-6
ENSMUSG00000078276.1	Gm14190
ENSMUSG00000078269.1	Gm14180
ENSMUSG00000078668.3	Gm11595
ENSMUSG00000089724.1	Krtap4-8
ENSMUSG00000078262.5	Krtap4-9
ENSMUSG00000078261.1	Gm11596
ENSMUSG00000078260.1	Gm11569
ENSMUSG00000078259.3	Gm11554
ENSMUSG00000048294.4	Krtap4-13
ENSMUSG00000078258.1	Gm11564
ENSMUSG00000078257.2	2300003K06Rik
ENSMUSG00000046474.9	Krtap4-16
ENSMUSG00000069717.7	Gm11568
ENSMUSG00000090225.1	Gm11559
ENSMUSG00000070335.4	Krtap9-1
ENSMUSG00000059845.5	Gm11567
ENSMUSG00000070334.4	Krtap31-1
ENSMUSG00000078256.3	Gm11565
ENSMUSG00000051481.5	Krtap31-2
ENSMUSG00000078255.1	Krtap9-5
ENSMUSG00000078254.1	Krtap29-1
ENSMUSG00000078253.3	Krtap16-1
ENSMUSG00000078252.1	Krtap17-1
ENSMUSG00000035592.2	Krt33a
ENSMUSG00000057723.3	Krt33b
ENSMUSG00000043485.2	Krt34
ENSMUSG00000048981.1	Krt31
ENSMUSG00000046095.5	Krt32
ENSMUSG00000048013.9	Krt35
ENSMUSG00000020916.8	Krt36
ENSMUSG00000044041.4	Krt13
ENSMUSG00000054146.8	Krt15
ENSMUSG00000020911.14	Krt19
ENSMUSG00000051617.3	Krt9
ENSMUSG00000045545.8	Krt14
ENSMUSG00000053797.10	Krt16
ENSMUSG00000035557.9	Krt17
ENSMUSG00000053654.7	Krt42
ENSMUSG00000035530.13	Eif1
ENSMUSG00000017165.1	Gast
ENSMUSG00000006930.15	Hap1
ENSMUSG00000001552.14	Jup
ENSMUSG00000006931.15	P3h4
ENSMUSG00000001555.10	Fkbp10
ENSMUSG00000017176.17	Nt5c3b
ENSMUSG00000001558.5	Klhl10
ENSMUSG00000048732.5	Klhl11
ENSMUSG00000020917.17	Acly
ENSMUSG00000006784.14	Ttc25
ENSMUSG00000006782.16	Cnp
ENSMUSG00000014195.15	Dnajc7
ENSMUSG00000017837.12	Nkiras2
ENSMUSG00000014198.15	Zfp385c
ENSMUSG00000017830.15	Dhx58
ENSMUSG00000020918.14	Kat2a
ENSMUSG00000017832.2	Hspb9
ENSMUSG00000019173.11	Rab5c
ENSMUSG00000035355.15	Kcnh4
ENSMUSG00000045471.4	Hcrt
ENSMUSG00000017747.13	Ghdc
ENSMUSG00000020919.11	Stat5b
ENSMUSG00000004043.14	Stat5a
ENSMUSG00000004040.16	Stat3
ENSMUSG00000004044.9	Cavin1
ENSMUSG00000019302.16	Atp6v0a1
ENSMUSG00000001751.9	Naglu
ENSMUSG00000019301.5	Hsd17b1
ENSMUSG00000001755.12	Coasy
ENSMUSG00000017801.15	Mlx
ENSMUSG00000019303.14	Psmc3ip
ENSMUSG00000017802.14	Retreg3
ENSMUSG00000035198.9	Tubg1
ENSMUSG00000045007.9	Tubg2
ENSMUSG00000035172.15	Plekhh3
ENSMUSG00000017167.6	Cntnap1
ENSMUSG00000044052.3	Ccr10
ENSMUSG00000006920.14	Ezh1
ENSMUSG00000001240.13	Ramp2
ENSMUSG00000078656.11	Vps25
ENSMUSG00000035112.17	Wnk4
ENSMUSG00000017188.3	Coa3
ENSMUSG00000078653.4	Cntd1
ENSMUSG00000035086.13	Becn1
ENSMUSG00000078652.9	Psme3
ENSMUSG00000078651.8	Aoc2
ENSMUSG00000019326.14	Aoc3
ENSMUSG00000078650.2	G6pc
ENSMUSG00000097239.7	Gm27029
ENSMUSG00000075528.13	Aarsd1
ENSMUSG00000097487.7	Ptges3l
ENSMUSG00000035007.5	Rundc1
ENSMUSG00000063316.13	Rpl27
ENSMUSG00000010358.13	Ifi35
ENSMUSG00000034993.7	Vat1
ENSMUSG00000001313.12	Rnd2
ENSMUSG00000017146.12	Brca1
ENSMUSG00000017119.19	Nbr1
ENSMUSG00000034947.13	Tmem106a
ENSMUSG00000085486.2	Gm11634
ENSMUSG00000010362.9	Rdm1
ENSMUSG00000034936.2	Arl4d
ENSMUSG00000034931.15	Dhx8
ENSMUSG00000017724.14	Etv4
ENSMUSG00000001493.9	Meox1
ENSMUSG00000001494.6	Sost
ENSMUSG00000003518.13	Dusp3
ENSMUSG00000010841.13	Cfap97d1
ENSMUSG00000052373.14	Mpp3
ENSMUSG00000017309.11	Cd300lg
ENSMUSG00000017314.12	Mpp2
ENSMUSG00000017316.13	Ppy
ENSMUSG00000017311.15	Pyy
ENSMUSG00000048217.11	Nags
ENSMUSG00000020921.6	Tmem101
ENSMUSG00000020922.11	Lsm12
ENSMUSG00000034793.15	G6pc3
ENSMUSG00000008855.17	Hdac5
ENSMUSG00000034773.16	BC030867
ENSMUSG00000034768.4	Asb16
ENSMUSG00000034757.15	Tmub2
ENSMUSG00000059995.12	Atxn7l3
ENSMUSG00000020923.17	Ubtf
ENSMUSG00000006574.15	Slc4a1
ENSMUSG00000006575.14	Rundc3a
ENSMUSG00000018677.9	Slc25a39
ENSMUSG00000034708.11	Grn
ENSMUSG00000034685.4	Fam171a2
ENSMUSG00000034664.13	Itga2b
ENSMUSG00000034621.14	Gpatch8
ENSMUSG00000078640.9	Gm11627
ENSMUSG00000050288.6	Fzd2
ENSMUSG00000051455.13	Meioc
ENSMUSG00000020925.16	Ccdc43
ENSMUSG00000020926.16	Adam11
ENSMUSG00000034520.14	Gjc1
ENSMUSG00000020928.14	Higd1b
ENSMUSG00000020929.14	Eftud2
ENSMUSG00000020930.9	Ccdc103
ENSMUSG00000075510.3	Fam187a
ENSMUSG00000020932.14	Gfap
ENSMUSG00000051378.10	Kif18b
ENSMUSG00000045532.5	C1ql1
ENSMUSG00000020935.8	Dcakd
ENSMUSG00000020936.8	Nmt1
ENSMUSG00000020937.14	Plcd3
ENSMUSG00000056938.16	Acbd4
ENSMUSG00000048878.6	Hexim1
ENSMUSG00000043372.12	Hexim2
ENSMUSG00000055805.15	Fmnl1
ENSMUSG00000020940.13	1700023F06Rik
ENSMUSG00000044787.7	Spata32
ENSMUSG00000020941.7	Map3k14
ENSMUSG00000034255.17	Arhgap27
ENSMUSG00000034247.9	Plekhm1
ENSMUSG00000078632.3	Lrrc37a
ENSMUSG00000034239.14	Gm884
ENSMUSG00000020945.13	Lyzl6
ENSMUSG00000046215.3	Rprml
ENSMUSG00000020946.13	Gosr2
ENSMUSG00000018486.2	Wnt9b
ENSMUSG00000000125.5	Wnt3
ENSMUSG00000034187.18	Nsf
ENSMUSG00000062421.13	Arf2
ENSMUSG00000018634.10	Crhr1
ENSMUSG00000049506.7	Sppl2c
ENSMUSG00000018411.17	Mapt
ENSMUSG00000018412.16	Kansl1
ENSMUSG00000020687.13	Cdc27
ENSMUSG00000061086.12	Myl4
ENSMUSG00000020689.4	Itgb3
ENSMUSG00000040838.10	Gm11639
ENSMUSG00000020690.12	Efcab3
ENSMUSG00000020691.13	Mettl2
ENSMUSG00000020694.17	Tlk2
ENSMUSG00000020695.14	Mrc2
ENSMUSG00000078627.9	March10
ENSMUSG00000053580.16	Tanc2
ENSMUSG00000019590.16	Cyb561
ENSMUSG00000020681.14	Ace
ENSMUSG00000101605.1	Ace3
ENSMUSG00000001901.15	Kcnh6
ENSMUSG00000049354.8	Dcaf7
ENSMUSG00000001983.7	Taco1
ENSMUSG00000020700.11	Map3k3
ENSMUSG00000040699.13	Limd2
ENSMUSG00000069631.14	Strada
ENSMUSG00000078622.8	Ccdc47
ENSMUSG00000020705.6	Ddx42
ENSMUSG00000020706.13	Ftsj3
ENSMUSG00000020708.12	Psmc5
ENSMUSG00000078619.10	Smarcd2
ENSMUSG00000020712.11	Tcam1
ENSMUSG00000020713.6	Gh
ENSMUSG00000040592.11	Cd79b
ENSMUSG00000001027.7	Scn4a
ENSMUSG00000009210.10	Prr29
ENSMUSG00000001029.15	Icam2
ENSMUSG00000020715.9	Ern1
ENSMUSG00000040548.16	Tex2
ENSMUSG00000020717.19	Pecam1
ENSMUSG00000040528.15	Milr1
ENSMUSG00000020718.12	Polg2
ENSMUSG00000020719.14	Ddx5
ENSMUSG00000018372.13	Cep95
ENSMUSG00000018363.16	Smurf2
ENSMUSG00000018362.14	Kpna2
ENSMUSG00000078607.5	1810010H24Rik
ENSMUSG00000040481.17	Bptf
ENSMUSG00000018433.14	Nol11
ENSMUSG00000040430.18	Pitpnc1
ENSMUSG00000020720.13	Psmd12
ENSMUSG00000020721.16	Helz
ENSMUSG00000020722.5	Cacng1
ENSMUSG00000020723.3	Cacng4
ENSMUSG00000040373.12	Cacng5
ENSMUSG00000050965.14	Prkca
ENSMUSG00000000049.11	Apoh
ENSMUSG00000020728.17	Cep112
ENSMUSG00000000142.15	Axin2
ENSMUSG00000078605.2	E030025P04Rik
ENSMUSG00000020599.13	Rgs9
ENSMUSG00000020611.14	Gna13
ENSMUSG00000045065.7	9930022D16Rik
ENSMUSG00000020610.16	Amz2
ENSMUSG00000041920.14	Slc16a6
ENSMUSG00000020604.13	Arsg
ENSMUSG00000041895.15	Wipi1
ENSMUSG00000020612.16	Prkar1a
ENSMUSG00000020614.13	Fam20a
ENSMUSG00000020617.13	1700012B07Rik
ENSMUSG00000020620.14	Abca8b
ENSMUSG00000041828.15	Abca8a
ENSMUSG00000041797.7	Abca9
ENSMUSG00000044749.13	Abca6
ENSMUSG00000018800.14	Abca5
ENSMUSG00000020623.11	Map2k6
ENSMUSG00000051497.15	Kcnj16
ENSMUSG00000041695.2	Kcnj2
ENSMUSG00000000567.5	Sox9
ENSMUSG00000041654.15	Slc39a11
ENSMUSG00000047904.6	Sstr2
ENSMUSG00000018661.17	Cog1
ENSMUSG00000041629.7	Fam104a
ENSMUSG00000041623.17	D11Wsu47e
ENSMUSG00000018727.19	Cpsf4l
ENSMUSG00000041598.7	Cdc42ep4
ENSMUSG00000041592.16	Sdk2
ENSMUSG00000057322.12	Rpl38
